longTermAdminNm,longTermAdminSym,longTermAdminCd,hmPostNo,TelNo,siDoCd,siGunGuCd,detailAddr,ratingCd,ratingDate,ratingGrade,adminPttnName,longTermPeribRgtDt,StpRptDt,opRating,safeRating,rightRating,processRating,resultRating
남동바다의별재가센터,32820000391,C01,,,,,,2020년 정기평가,2020-07-09,C,방문목욕,2015-09-09,2015-09-09,86,75,58,81,100
청춘실버요양센터,32820000431,C01,,,,,,2020년 정기평가,2020-06-30,A,방문목욕,2016-03-03,2016-03-03,96,100,92,89,100
더드림재가요양센터,32820000561,C01,,,,,,2020년 정기평가,2020-07-17,B,방문요양,2018-09-13,2018-09-13,76,100,95,79,98
요양114재가장기요양기관,32820000403,C01,,,,,,2020년 정기평가,2020-07-07,C,방문요양,2015-11-20,2015-11-20,84,100,70,52,100
옹달샘노인복지센터,32820000311,C01,,,,,,2020년 정기평가,2020-07-03,C,방문요양,2013-10-25,2013-10-24,88,90,57,61,92
가은재가복지센터,32820000375,C01,,,,,,2020년 정기평가,2020-07-07,B,방문요양,2015-07-08,2015-07-08,83,90,92,71,100
하나재가복지센터,32820000575,C01,,,,,,2020년 정기평가,2020-07-16,A,방문요양,2018-11-28,2018-11-28,100,100,91,83,98
평강효장기요양센터,32820000111,C01,,,,,,2020년 정기평가,2020-08-03,A,방문요양,2009-08-03,2009-07-29,86,100,95,83,98
사랑나눔재가복지센터,32820000535,C01,,,,,,2020년 정기평가,2020-07-06,B,방문요양,2018-01-15,2018-01-15,77,90,95,83,100
사랑마을노인복지센터,32820000107,C01,,,,,,2020년 정기평가,2020-07-07,A,방문요양,2009-06-26,2009-06-24,78,100,89,97,100
새숨노인요양센타,32820000547,C01,,,,,,2020년 정기평가,2020-07-16,A,방문요양,2018-04-30,2018-04-30,97,100,100,94,98
사랑의노인복지센터,32820000037,C01,,,,,,2020년 정기평가,2020-07-03,B,방문요양,2008-08-08,2008-08-08,96,100,95,89,100
남동엔젤스노인복지센터,22820000063,B01,,,,,,2020년 정기평가,2020-06-29,B,방문요양,2008-11-27,2008-11-20,76,100,79,72,100
케어대한재가요양센터,32820000125,C01,,,,,,2020년 정기평가,2020-06-30,A,방문요양,2009-11-10,2009-11-05,91,100,92,94,100
(A)실버홈요양복지센터,32820000361,C01,,,,,,2020년 정기평가,2020-07-07,A,방문요양,2015-04-02,2015-04-02,82,95,95,92,100
시온노인재가복지센터,32820000441,C01,,,,,,2020년 정기평가,2020-07-09,B,방문요양,2016-04-08,2016-04-08,85,90,95,72,100
HYO하모니재가센터,32820000533,C01,,,,,,2020년 정기평가,2020-07-06,C,방문요양,2018-01-11,2018-01-11,73,90,78,60,98
유한재가요양기관,32820000305,C01,,,,,,2020년 정기평가,2020-06-29,B,방문요양,2013-09-16,2013-09-12,64,80,83,76,100
소래재가노인복지센터,32820000497,C01,,,,,,2020년 정기평가,2020-07-07,A,방문요양,2017-03-28,2017-03-28,84,100,91,90,100
섬김장기요양기관,32820000119,C01,,,,,,2020년 정기평가,2020-08-03,A,방문요양,2009-09-25,2009-09-22,91,100,91,91,100
희망재가노인복지센터,32820000455,C01,,,,,,2020년 정기평가,2020-07-17,B,방문요양,2016-07-13,2016-07-13,67,90,82,78,100
이레노인복지센터,32820000149,C01,,,,,,2020년 정기평가,2020-06-29,A,방문요양,2010-01-07,2010-01-07,84,100,95,90,100
성애장기요양센터,32820000113,C01,,,,,,2020년 정기평가,2020-07-16,A,방문요양,2009-08-06,2009-08-05,84,80,100,91,100
A+성심노인복지센타,32820000393,C01,,,,,,2020년 정기평가,2020-06-29,B,방문요양,2015-09-17,2015-09-17,70,90,88,72,100
광명재가장기요양기관,32820000101,C01,,,,,,2020년 정기평가,2020-07-06,A,방문요양,2009-06-04,2009-06-04,85,90,100,81,100
인천제일재가복지센터,32820000295,C01,,,,,,2020년 정기평가,2020-07-06,B,방문요양,2013-07-05,2013-07-03,72,90,95,75,92
힐링노인복지센터,32820000465,C01,,,,,,2020년 정기평가,2020-06-29,B,방문요양,2016-09-30,2016-09-30,60,100,89,87,100
대안노인복지센터,32820000363,C01,,,,,,2020년 정기평가,2020-07-06,A,방문요양,2015-04-16,2015-04-16,94,90,89,84,92
미래복지센터,32820000091,C01,,,,,,2020년 정기평가,2020-07-03,B,방문요양,2009-04-15,2009-04-13,84,100,91,87,92
샬롬노인복지센터,32820000565,C03,,,,,,2020년 정기평가,2020-08-10,B,방문요양,2018-10-01,2018-10-01,89,80,71,81,100
인천사랑재가복지센터,32820000283,C01,,,,,,2020년 정기평가,2020-06-29,B,방문요양,2013-03-15,2013-03-14,83,80,96,80,100
초록재가노인복지센터,32820000549,C01,,,,,,2020년 정기평가,2020-07-17,A,방문요양,2018-05-21,2018-05-21,84,100,95,88,100
미추홀노인복지센터,32820000285,C01,,,,,,2020년 정기평가,2020-06-30,A,방문요양,2013-04-01,2013-03-26,86,90,91,86,100
다온노인복지센터,32820000437,C01,,,,,,2020년 정기평가,2020-06-30,A,방문요양,2016-03-30,2016-03-30,78,100,95,94,100
가족사랑노인복지센터,32820000539,C01,,,,,,2020년 정기평가,2020-07-20,A,방문요양,2018-02-09,2018-02-09,86,100,91,82,100
남동바다의별재가센터,32820000391,C01,,,,,,2020년 정기평가,2020-07-09,B,방문요양,2015-09-09,2015-09-09,96,90,84,76,100
청춘실버요양센터,32820000431,C01,,,,,,2020년 정기평가,2020-06-30,A,방문요양,2016-03-03,2016-03-03,90,100,92,81,100
이화재가노인복지센터,32823700401,C01,,,,,,2020년 정기평가,2020-06-02,A,방문간호,2014-10-16,2014-10-16,97,92,86,92,100
행복한노인복지용품,32823700451,C06,,,,,,2020년 정기평가,2020-06-04,E,복지용구,2015-12-10,2015-12-10,82,50,85,37,100
사랑드림노인복지센터,32823700263,C06,,,,,,2020년 정기평가,2020-06-01,B,복지용구,2011-05-17,2011-05-17,64,100,85,100,100
녹십자의료기,32823700375,C06,,,,,,2020년 정기평가,2020-06-17,E,복지용구,2014-01-20,2014-01-20,30,50,71,18,91
어르신이 행복한 세상,32823700507,C01,,,,,,2020년 정기평가,2020-06-23,B,복지용구,2017-09-01,2017-09-01,93,100,71,62,100
사랑의 요양원 재가복지센터,22823700533,B01,,,,,,2020년 정기평가,2020-08-06,A,주야간보호,2018-07-23,2018-07-23,95,100,100,87,87
온정 데이케어 주야간보호센터,22823700469,B01,,,,,,2020년 정기평가,2020-10-19,B,주야간보호,2016-04-22,2016-04-22,73,89,100,80,95
행복한노인복지센터,32823700455,C01,,,,,,2020년 정기평가,2020-10-13,D,주야간보호,2016-01-15,2016-01-15,56,72,91,56,87
한사랑케어노인재가장기요양기관,32823700211,C01,,,,,,2020년 정기평가,2020-06-17,B,방문목욕,2010-03-25,2010-03-25,90,95,84,76,100
참요양복지센터,32823700073,C01,,,,,,2020년 정기평가,2020-06-05,A,방문목욕,2008-10-16,2008-10-16,100,100,92,92,100
인천큰사랑노인장기요양센터,32823700089,C01,,,,,,2020년 정기평가,2020-06-17,B,방문목욕,2009-02-13,2009-02-13,98,95,78,67,100
아름드리재가노인복지센터,32823700539,C01,,,,,,2020년 정기평가,2020-06-16,A,방문목욕,2018-08-01,2018-08-01,95,100,92,95,100
미소노인복지센터,22823700039,B01,,,,,,2020년 정기평가,2020-06-18,B,방문목욕,2008-06-20,2008-06-12,85,70,88,68,100
대한케어재가복지센터,32823700327,C01,,,,,,2020년 정기평가,2020-06-17,E,방문목욕,2012-09-07,2012-09-07,76,80,70,72,100
해드림재가센터,32823700435,C01,,,,,,2020년 정기평가,2020-05-26,A,방문목욕,2015-06-22,2015-06-22,88,100,100,93,100
사랑의 요양원 재가복지센터,22823700533,B01,,,,,,2020년 정기평가,2020-08-06,B,방문요양,2018-07-23,2018-07-23,88,100,80,77,98
해피노인복지센터,32823700503,C01,,,,,,2020년 정기평가,2020-06-18,A,방문요양,2017-08-22,2017-08-22,83,95,91,88,98
한사랑케어노인재가장기요양기관,32823700211,C01,,,,,,2020년 정기평가,2020-06-17,B,방문요양,2010-03-25,2010-03-25,91,100,84,78,100
참요양복지센터,32823700073,C01,,,,,,2020년 정기평가,2020-06-05,A,방문요양,2008-10-16,2008-10-16,94,100,96,94,100
지극정성방문요양센터,32823700513,C01,,,,,,2020년 정기평가,2020-06-02,B,방문요양,2017-12-01,2017-12-01,69,90,95,94,100
가족사랑노인복지센터,32823700255,C01,,,,,,2020년 정기평가,2020-06-18,B,방문요양,2011-03-08,2011-03-08,83,100,92,76,100
부평하나 재가노인복지센터,32823700305,C01,,,,,,2020년 정기평가,2020-06-18,C,방문요양,2012-03-14,2012-03-14,61,80,83,69,100
가족사랑실버센터,32823700439,C01,,,,,,2020년 정기평가,2020-06-03,A,방문요양,2015-08-27,2015-08-27,96,100,95,91,100
동행재가복지센터,32823700441,C01,,,,,,2020년 정기평가,2020-04-27,A,방문요양,2015-09-23,2015-09-23,83,100,91,91,92
행복한노인복지센터,32823700455,C01,,,,,,2020년 정기평가,2020-10-13,C,방문요양,2016-01-15,2016-01-15,65,90,83,57,100
다정한요양센터,32823700521,C01,,,,,,2020년 정기평가,2020-06-17,A,방문요양,2018-03-05,2018-03-05,100,100,89,89,100
부평재가노인지원서비스센터,22823700017,B01,,,,,,2020년 정기평가,2020-06-18,A,방문요양,2008-06-09,2005-08-18,90,80,91,84,100
효녀손재가노인복지센터,32823700463,C01,,,,,,2020년 정기평가,2020-06-17,A,방문요양,2016-04-01,2016-04-01,89,100,100,92,100
희망노인재가복지센터,32823700385,C01,,,,,,2020년 정기평가,2020-06-25,C,방문요양,2014-05-12,2014-05-12,66,80,75,61,100
경인노인재가복지센터,32823700547,C01,,,,,,2020년 정기평가,2020-06-04,A,방문요양,2018-11-01,2018-11-01,90,100,88,91,100
희망요양센터,32823700175,C01,,,,,,2020년 정기평가,2020-06-18,C,방문요양,2009-11-24,2009-11-24,59,100,95,75,100
이화재가노인복지센터,32823700401,C01,,,,,,2020년 정기평가,2020-06-02,A,방문요양,2014-10-16,2014-10-16,90,90,100,94,100
이든실버케어센터,32823700537,C01,,,,,,2020년 정기평가,2020-06-25,A,방문요양,2018-08-01,2018-08-01,94,80,95,90,100
사랑드림노인복지센터,32823700083,C01,,,,,,2020년 정기평가,2020-06-01,B,방문요양,2008-12-02,2008-12-02,84,90,78,72,100
늘푸른노인복지센터,32823700333,C01,,,,,,2020년 정기평가,2020-06-18,B,방문요양,2012-11-13,2012-11-13,82,80,86,79,100
아름드리재가노인복지센터,32823700539,C01,,,,,,2020년 정기평가,2020-06-16,A,방문요양,2018-08-01,2018-08-01,94,100,100,88,100
사랑드림요양복지센터,32823700487,C01,,,,,,2020년 정기평가,2020-04-27,A,방문요양,2016-11-16,2016-11-16,91,100,100,92,100
영현재가복지센터,32823700437,C01,,,,,,2020년 정기평가,2020-06-03,B,방문요양,2015-07-03,2015-07-03,95,80,84,72,100
스마일시니어샬롬재가노인복지센터,32823700399,C01,,,,,,2020년 정기평가,2020-06-18,B,방문요양,2014-10-01,2014-10-01,85,100,83,79,100
미소노인복지센터,22823700039,B01,,,,,,2020년 정기평가,2020-06-18,B,방문요양,2008-06-20,2008-06-12,86,75,88,77,100
대한케어재가복지센터,32823700327,C01,,,,,,2020년 정기평가,2020-06-17,E,방문요양,2012-09-07,2012-09-07,76,80,83,68,100
어르신이 행복한 세상,32823700507,C01,,,,,,2020년 정기평가,2020-06-23,B,방문요양,2017-09-01,2017-09-01,83,100,67,82,100
아리아케어방문요양부평부개센터,32823700523,C01,,,,,,2020년 정기평가,2020-05-26,A,방문요양,2018-03-14,2018-03-14,97,100,89,83,92
금강재가복지센터,32823700443,C01,,,,,,2020년 정기평가,2020-06-05,C,방문요양,2015-11-01,2015-11-01,73,80,84,57,92
한길재가요양센터,32823700529,C01,,,,,,2020년 정기평가,2020-06-16,B,방문요양,2018-07-03,2018-07-03,90,100,95,72,100
하람노인복지센터,32823700197,C01,,,,,,2020년 정기평가,2020-06-29,A,방문요양,2010-01-15,2010-01-15,94,100,91,97,100
시온재가노인복지센터,32823700453,C01,,,,,,2020년 정기평가,2020-06-17,D,방문요양,2015-12-22,2015-12-22,71,75,65,51,100
에바다노인재가복지센터,32823700421,C01,,,,,,2020년 정기평가,2020-06-17,A,방문요양,2015-03-25,2015-03-25,94,100,100,92,100
예빛노인복지센터,32823700527,C01,,,,,,2020년 정기평가,2020-07-23,A,방문요양,2018-06-21,2018-06-21,91,100,91,82,100
해드림재가센터,32823700435,C01,,,,,,2020년 정기평가,2020-05-26,A,방문요양,2015-06-22,2015-06-22,90,100,100,90,100
팔복재가노인복지센터,32823700397,C01,,,,,,2020년 정기평가,2020-06-29,B,방문요양,2014-09-25,2014-09-25,75,80,89,86,98
사랑나누리재가노인복지센터,32823700511,C01,,,,,,2020년 정기평가,2020-06-23,B,방문요양,2017-11-07,2017-11-07,80,90,80,72,92
팔달노인주간보호센터,24111000637,B03,,,,,,2020년 정기평가,2020-12-10,B,주야간보호,2018-10-05,2018-10-05,86,82,89,87,90
한모임주야간보호센터,34111000587,C03,,,,,,2020년 정기평가,2020-12-10,B,주야간보호,2017-07-11,2017-07-11,70,91,93,75,85
동행노인주간보호센터,34111000489,C03,,,,,,2020년 정기평가,2020-12-14,B,주야간보호,2015-10-30,2015-10-30,75,86,100,73,100
수원사랑365데이케어센터,34111000641,C03,,,,,,2020년 정기평가,2020-12-11,B,주야간보호,2018-10-23,2018-10-23,69,84,100,78,90
롱라이프그린케어 참사랑노인복지센터,34111000541,C01,,,,,,2020년 정기평가,2020-12-11,D,주야간보호,2016-09-26,2016-09-26,75,82,89,70,97
은혜노인복지센터,34111000147,C01,,,,,,2020년 정기평가,2020-07-09,C,방문요양,2009-05-08,2009-05-08,73,80,75,69,100
희망방문요양센터,34111000643,C01,,,,,,2020년 정기평가,2020-07-09,A,방문요양,2018-10-25,2018-10-25,90,100,100,85,96
장수촌재가노인복지센터,34111000639,C01,,,,,,2020년 정기평가,2020-04-21,B,방문요양,2018-10-15,2018-10-15,79,100,95,78,96
제일방문노인복지센터,34111000449,C01,,,,,,2020년 정기평가,2020-05-14,B,방문요양,2015-01-19,2015-01-19,72,80,91,69,100
한국치료활동복지센터,34111000351,C01,,,,,,2020년 정기평가,2020-05-14,C,방문요양,2012-12-03,2012-12-03,66,90,60,78,94
어르신섬김이 요양복지센터,34111000173,C01,,,,,,2020년 정기평가,2020-07-30,A,방문요양,2009-07-27,2009-07-27,95,100,96,93,92
수원실버케어,34111000647,C01,,,,,,2020년 정기평가,2020-05-20,C,방문요양,2018-11-19,2018-11-19,73,80,67,72,98
우리실버케어,34111000327,C01,,,,,,2020년 정기평가,2020-05-29,B,방문요양,2012-03-08,2012-03-08,89,100,95,68,100
솔로몬 요양센터,34111000177,C01,,,,,,2020년 정기평가,2020-07-31,B,방문요양,2009-07-29,2009-07-29,91,80,95,83,92
소망재가복지센터,34111000471,C01,,,,,,2020년 정기평가,2020-08-03,E,방문요양,2015-07-30,2015-07-30,64,55,47,45,92
가온재가복지센터,34111000493,C01,,,,,,2020년 정기평가,2020-04-21,B,방문요양,2015-11-17,2015-11-17,82,80,89,78,100
다사랑재가복지센터,34111000589,C01,,,,,,2020년 정기평가,2020-05-11,A,방문요양,2017-07-28,2017-07-28,89,90,95,84,100
(A)천사의방문 재가요양센터,34111000575,C01,,,,,,2020년 정기평가,2020-05-11,B,방문요양,2017-05-01,2017-05-01,82,90,88,69,92
은혜방문요양센터,34111000601,C01,,,,,,2020년 정기평가,2020-08-03,B,방문요양,2017-12-11,2017-12-11,73,100,82,78,100
경기재가노인복지센터,34111000645,C01,,,,,,2020년 정기평가,2020-05-20,A,방문요양,2018-11-02,2018-11-02,97,90,100,96,98
무지개메디칼복지용구,34111000533,C06,,,,,,2020년 정기평가,2020-06-16,A,복지용구,2016-07-28,2016-07-28,76,100,75,100,100
도움재가복지센터,34111000585,C01,,,,,,2020년 정기평가,2020-07-31,B,방문목욕,2017-06-27,2017-06-27,83,95,82,71,88
스마일케어복지센터,34111000465,C01,,,,,,2020년 정기평가,2020-07-07,B,방문목욕,2015-07-02,2015-07-02,89,100,86,81,100
도경노인복지센터,34111000079,C01,,,,,,2020년 정기평가,2020-07-13,A,방문목욕,2008-07-04,2008-07-04,98,100,100,92,88
도움재가복지센터,34111000585,C01,,,,,,2020년 정기평가,2020-07-31,B,방문요양,2017-06-27,2017-06-27,70,100,100,80,90
쓰마일방문요양센터,34111000621,C01,,,,,,2020년 정기평가,2020-06-23,A,방문요양,2018-04-17,2018-04-17,91,100,96,91,100
더조은 사랑나눔노인복지센터,34111000305,C01,,,,,,2020년 정기평가,2020-07-13,A,방문요양,2011-07-21,2011-07-21,85,100,100,80,90
스마일케어복지센터,34111000465,C01,,,,,,2020년 정기평가,2020-07-07,B,방문요양,2015-07-02,2015-07-02,72,100,95,84,100
도경노인복지센터,34111000079,C01,,,,,,2020년 정기평가,2020-07-13,A,방문요양,2008-07-04,2008-07-04,94,100,100,97,100
공감방문요양기관,34111000631,C01,,,,,,2020년 정기평가,2020-07-07,C,방문요양,2018-08-27,2018-08-27,50,100,95,63,91
이화노인방문요양센타,34111000367,C01,,,,,,2020년 정기평가,2020-06-16,C,방문요양,2013-03-14,2013-03-11,65,80,95,60,92
돌보인방문요양센터 수원점,34111000151,C01,,,,,,2020년 정기평가,2020-07-13,A,방문요양,2009-05-26,2009-05-26,84,100,100,100,100
송은단기보호센터(분당점),34113000539,C04,,,,,,2020년 정기평가,2020-12-10,C,단기보호,2018-06-04,2018-06-04,91,81,84,61,100
홈 재가복지센터,34113000477,C01,,,,,,2020년 정기평가,2020-07-09,B,방문간호,2017-03-17,2017-03-17,94,92,82,74,100
분당제일의료기,34113000415,C06,,,,,,2020년 정기평가,2020-07-06,E,복지용구,2015-07-03,2015-07-03,60,100,62,18,100
제일의료기,34113000073,C06,,,,,,2020년 정기평가,2020-07-09,E,복지용구,2008-08-13,2008-08-13,30,75,78,25,100
드림주야간보호센터 2호점,34113000463,C03,,,,,,2020년 정기평가,2020-12-10,A,주야간보호,2016-11-21,2016-11-21,87,98,100,86,95
분당 재활 주야간보호센터,34113000371,C01,,,,,,2020년 정기평가,2020-10-13,E,주야간보호,2014-03-27,2014-03-27,90,93,91,81,85
분당 효 주야간보호센터,34113000459,C03,,,,,,2020년 정기평가,2020-11-30,B,주야간보호,2016-11-02,2016-11-02,77,85,100,83,95
YWCA은학의집주간보호센터,24113000021,B01,,,,,,2020년 정기평가,2020-10-06,A,주야간보호,2008-06-09,2008-05-15,95,98,100,95,100
판교노인주간보호센터,34113000453,C03,,,,,,2020년 정기평가,2020-12-14,D,주야간보호,2016-09-01,2016-09-01,70,73,62,51,97
공경노인주간보호센터,34113000537,C03,,,,,,2020년 정기평가,2020-12-10,D,주야간보호,2018-05-14,2018-05-14,54,74,87,53,85
(주)더베스트케어 노인복지센터,34113000525,C01,,,,,,2020년 정기평가,2020-11-24,C,주야간보호,2018-02-26,2018-02-26,81,84,93,81,85
더힐링주간보호센터,34113000393,C03,,,,,,2020년 정기평가,2020-10-26,C,주야간보호,2014-12-01,2014-12-01,66,86,87,67,90
분당사랑재가복지센터,34113000549,C01,,,,,,2020년 정기평가,2020-07-10,B,방문목욕,2018-08-28,2018-08-28,76,85,86,91,100
미금행복재가복지센터,34113000095,C01,,,,,,2020년 정기평가,2020-07-03,B,방문목욕,2008-11-14,2008-11-10,90,88,79,79,100
효드림노인복지센터,34113000033,C01,,,,,,2020년 정기평가,2020-06-30,A,방문목욕,2008-06-11,2008-05-28,84,100,92,83,100
스마일시니어 분당재가장기요양기관,34113000457,C01,,,,,,2020년 정기평가,2020-04-21,B,방문요양,2016-10-12,2016-10-12,76,100,86,84,100
분당사랑재가복지센터,34113000549,C01,,,,,,2020년 정기평가,2020-07-10,A,방문요양,2018-08-28,2018-08-28,95,100,82,90,100
